hotel_id
777174
60415
246328
569934
660660
869954
479421
762749
317740
64133
409776
862611
297727
246282
412427
860670
1059839
236983
77384
337599
837791
478188
661129
624899
60397
254056
234438
984029
487752
546456
887563
60452
399682
194627
240544
863540
532455
96916
294542
51481
400438
334877
337008
159130
299952
237398
302583
706323
789478
856103
546860
267638
548536
548753
666207
926649
85650
305262
335646
478815
409126
1046170
442943
4635
109900
281014
862287
984678
47754
638934
862154
281012
5288
567896
291081
294855
908298
219521
661129
529075
433286
295331
666143
876903
304372
289631
569669
143124
339139
570299
246228
400785
336387
570422
1935
545788
759907
161848
556839
625694
922316
246282
168928
289869
446444
535693
45592
175191
339139
788718
161735
161735
555512
548620
859589
570172
931580
734840
128837
546604
48639
648567
336760
443276
648736
859589
109277
295748
298408
780509
256330
407456
237804
296357
44569
812929
292678
883487
410788
807006
96281
862611
255503
621569
926358
60413
861981
861926
285704
920363
297053
245750
648532
311920
583584
583584
288711
666129
583584
732299
161529
284600
626173
7543
940270
71246
522662
289342
62628
648499
426370
7353
178239
276198
463315
400843
48011
783926
177185
545188
11160
99285
338497
109854
81791
69185
686393
566873
788280
247692
928995
186041
286830
70835
737049
502380
394554
270978
867602
76382
